Dataset	Random-mean	P-value
459	0.10242244	3.087495143983108e-08
460	0.10473373	3.6590720293936895e-07
461	0.10120722	7.82057185241936e-09
462	0.10318651	7.135007429052675e-08
463	0.10340179	9.00172033877004e-08
464	0.10286499	5.027698706030321e-08
465	0.10414469	1.9829276602139381e-07
466	0.10631628	1.7874940271858042e-06
467	0.10175546	1.4621051211121442e-08
468	0.10176106	1.471402532742226e-08
469	0.10234686	2.8389036851519335e-08
470	0.10453547	2.9812698877224906e-07
471	0.10264453999999999	3.946804019438439e-08
472	0.10357366	1.0824506797960613e-07
473	0.10357386	1.0826823335128901e-07
474	0.10320222	7.257435935309585e-08
475	0.10391655	1.5590436399245938e-07
476	0.10322343	7.42596569305489e-08
477	0.10344839	9.464164838618834e-08
478	0.10358589	1.0967050895415677e-07
479	0.10297719	5.683236515273998e-08
480	0.10301282	5.9082528308990627e-08
481	0.10347345	9.722299617628804e-08
482	0.10336443	8.646878222667813e-08
483	0.10246424999999999	3.2339760582352105e-08
484	0.10552958	8.213755909812343e-07
485	0.10566964	9.448265935521523e-07
486	0.10335292	8.540319288456737e-08
487	0.10491249	4.396248360289177e-07
488	0.10333771	8.401458884680814e-08
489	0.10448868	2.8399969485295927e-07
490	0.10129275	8.628248068445562e-09
491	0.1020584	2.05701386332948e-08
492	0.10246583	3.239642033607242e-08
493	0.10379113	1.3649145474365925e-07
494	0.10463802	3.315085651753075e-07
495	0.10480408	3.933674064309894e-07
496	0.1037084	1.2499179003027472e-07
497	0.10643616	2.008531335496086e-06
498	0.10454126	2.999217478431614e-07
499	0.10224343	2.5300249030601614e-08
500	0.1033153	8.200850386119488e-08
501	0.10139027	9.648494387508028e-09
502	0.10340222	9.00588556986448e-08
503	0.10273151	4.343143518048882e-08
504	0.10274923	4.42851297672138e-08
505	0.10449665	2.863594083065995e-07
506	0.102299	2.6916707396548792e-08
507	0.1033555	8.564093407975767e-08
508	0.10548318	7.840262408322091e-07
509	0.10251334	3.414596778594245e-08
510	0.10074374	4.5716741042837805e-09
511	0.10375314	1.3108878822147528e-07
512	0.10091611	5.586711742678156e-09
513	0.10215063	2.2808974288910922e-08
514	0.10511847	5.424170956630626e-07
515	0.10363444	1.1551087839708843e-07
516	0.10315919	6.926860462844518e-08
517	0.10291017	5.282319380960459e-08
518	0.10245204	3.190513981905707e-08
519	0.10377143999999999	1.3366488253002255e-07
520	0.1020693	2.0823151125904942e-08
521	0.10214013	2.2542599502621714e-08
522	0.10230441	2.7079338874344577e-08
523	0.10347192	9.706345713013984e-08
524	0.10459953	3.185760283562915e-07
525	0.10360089	1.1144367354394289e-07
526	0.10284359	4.911295550807402e-08
527	0.10426652	2.253015276714361e-07
528	0.10123736	8.096405252921004e-09
529	0.10093281	5.696000484078352e-09
530	0.10422353	2.153874720719999e-07
531	0.10233689	2.807600884222283e-08
532	0.10396998	1.6496427923557823e-07
533	0.10109781	6.89415083111889e-09
534	0.10362404	1.1423495176826351e-07
535	0.10071930999999999	4.443223826845736e-09
536	0.10182379	1.5795644645158983e-08
537	0.1024007	3.013899499385002e-08
538	0.10224279	2.528219377146774e-08
539	0.1037845	1.355332832524423e-07
540	0.10370528	1.2457702120471742e-07
541	0.10224292	2.528586023139499e-08
542	0.10195537	1.8321718557187967e-08
543	0.10302947999999999	6.016412623077625e-08
544	0.10152923999999999	1.1307992996616762e-08
545	0.10304086999999999	6.091462678969368e-08
546	0.10209148	2.1347380643566655e-08
547	0.10348488	9.842292252030154e-08
548	0.10268435	4.123658552373047e-08
549	0.10271515	4.2657472824426856e-08
550	0.10223663	2.5109051499365346e-08
551	0.10109827	6.897812250319124e-09
552	0.1044898	2.843301580572069e-07
553	0.10285688	4.983273192539307e-08
554	0.10045277	3.2515827084131e-09
555	0.10139384	9.687991196746336e-09
556	0.10497156	4.6699938340943717e-07
557	0.10251833	3.433496708609634e-08
558	0.10334519	8.469471849364266e-08
559	0.10273105	4.340948814089791e-08
560	0.10202042	1.971169691695292e-08
561	0.1026809	4.1080321939822966e-08
562	0.10136236	9.345071729058428e-09
563	0.10226339	2.586968504615079e-08
564	0.10085665	5.21394196389809e-09
565	0.10081138	4.94650633980952e-09
566	0.1024238	3.092156725446785e-08
567	0.10388991	1.5156918326761736e-07
568	0.10541947	7.354045068425298e-07
569	0.10187187	1.6676678753164863e-08
570	0.1022242	2.476317973961993e-08
571	0.1038736	1.489729350858064e-07
572	0.10539991	7.210702598075247e-07
573	0.10247515	3.273261007269559e-08
574	0.10400766	1.7165815594385497e-07
575	0.10260468	3.777121628450758e-08
576	0.1059597	1.2599176508223289e-06
577	0.1037259	1.27343153263037e-07
578	0.10221429	2.4490752723211667e-08
579	0.10262515	3.863356230871877e-08
580	0.10300129	5.8345060984857705e-08
581	0.10505165	5.067592171552873e-07
582	0.1030066	5.8683575231070004e-08
583	0.10429878	2.3302989429079756e-07
584	0.10498536	4.7362820413848553e-07
585	0.10295454	5.544544651960214e-08
586	0.1024365	3.136019292351705e-08
587	0.10421991	2.1457221439558845e-07
588	0.10147958	1.068532780643839e-08
589	0.10044064	3.2055238094336904e-09
590	0.10371052	1.2527438384624852e-07
591	0.10245537	3.2023106299608215e-08
592	0.10230887	2.7214130437871018e-08
593	0.10471558	3.5912919911525913e-07
594	0.10122321	7.965747481343203e-09
